Barcode,Entry,Species_consensus,Accession_#,USDA_Q_#,Alt_accession_#,UIUC_ID,project,project_id
Miscanthus sinensis  'PMS-605'-Accn:PMS-605-Q49375-Alt:,Miscanthus sinensis  'PMS-605',Miscanthus sinensis,PMS-605,Q49375,,PMS-605,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'PMS-605'-Accn:PMS-605-Q49375-Alt:,Miscanthus sinensis  'PMS-605',Miscanthus sinensis,PMS-605,Q49375,,PMS-605,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'PMS-605'-Accn:PMS-605-Q49375-Alt:,Miscanthus sinensis  'PMS-605',Miscanthus sinensis,PMS-605,Q49375,,PMS-605,mxg_genotype_exudates,MXG_GENEX
Miscanthus xgiganteus 3x  'Illinois'-Accn:UI10-00107--Alt:,Miscanthus xgiganteus 3x  'Illinois',Miscanthus xgiganteus 3x,UI10-00107,,,UI10-00107,mxg_genotype_exudates,MXG_GENEX
Miscanthus xgiganteus 3x  'Illinois'-Accn:UI10-00107--Alt:,Miscanthus xgiganteus 3x  'Illinois',Miscanthus xgiganteus 3x,UI10-00107,,,UI10-00107,mxg_genotype_exudates,MXG_GENEX
Miscanthus xgiganteus 3x  'Illinois'-Accn:UI10-00107--Alt:,Miscanthus xgiganteus 3x  'Illinois',Miscanthus xgiganteus 3x,UI10-00107,,,UI10-00107,mxg_genotype_exudates,MXG_GENEX
Miscanthus xgiganteus 3x  'Illinois'-Accn:UI10-00107--Alt:,Miscanthus xgiganteus 3x  'Illinois',Miscanthus xgiganteus 3x,UI10-00107,,,UI10-00107,mxg_genotype_exudates,MXG_GENEX
Miscanthus xgiganteus 3x  'Illinois'-Accn:UI10-00107--Alt:,Miscanthus xgiganteus 3x  'Illinois',Miscanthus xgiganteus 3x,UI10-00107,,,UI10-00107,mxg_genotype_exudates,MXG_GENEX
Miscanthus xgiganteus 3x  'Illinois'-Accn:UI10-00107--Alt:,Miscanthus xgiganteus 3x  'Illinois',Miscanthus xgiganteus 3x,UI10-00107,,,UI10-00107,mxg_genotype_exudates,MXG_GENEX
Miscanthus xgiganteus 3x  '64-1'-Accn:UI10-00123--Alt:,Miscanthus xgiganteus 3x  '64-1',Miscanthus xgiganteus 3x,UI10-00123,,,UI10-00123,mxg_genotype_exudates,MXG_GENEX
Miscanthus xgiganteus 3x  '64-1'-Accn:UI10-00123--Alt:,Miscanthus xgiganteus 3x  '64-1',Miscanthus xgiganteus 3x,UI10-00123,,,UI10-00123,mxg_genotype_exudates,MXG_GENEX
Miscanthus xgiganteus 3x  '64-1'-Accn:UI10-00123--Alt:,Miscanthus xgiganteus 3x  '64-1',Miscanthus xgiganteus 3x,UI10-00123,,,UI10-00123,mxg_genotype_exudates,MXG_GENEX
Miscanthus xgiganteus 3x  '64-1'-Accn:UI10-00123--Alt:,Miscanthus xgiganteus 3x  '64-1',Miscanthus xgiganteus 3x,UI10-00123,,,UI10-00123,mxg_genotype_exudates,MXG_GENEX
Miscanthus xgiganteus 3x  '64-1'-Accn:UI10-00123--Alt:,Miscanthus xgiganteus 3x  '64-1',Miscanthus xgiganteus 3x,UI10-00123,,,UI10-00123,mxg_genotype_exudates,MXG_GENEX
Miscanthus xgiganteus 3x  '64-1'-Accn:UI10-00123--Alt:,Miscanthus xgiganteus 3x  '64-1',Miscanthus xgiganteus 3x,UI10-00123,,,UI10-00123,mxg_genotype_exudates,MXG_GENEX
NA,control_1_6wks,NA,NA,,,NA,mxg_genotype_exudates,MXG_GENEX
NA,control_1_6wks,NA,NA,,,NA,mxg_genotype_exudates,MXG_GENEX
NA,control_1_6wks,NA,NA,,,NA,mxg_genotype_exudates,MXG_GENEX
NA,control_1_6wks,NA,NA,,,NA,mxg_genotype_exudates,MXG_GENEX
NA,control_1_6wks,NA,NA,,,NA,mxg_genotype_exudates,MXG_GENEX
NA,control_1_6wks,NA,NA,,,NA,mxg_genotype_exudates,MXG_GENEX
NA,control_2_6wks,NA,NA,,,NA,mxg_genotype_exudates,MXG_GENEX
NA,control_2_6wks,NA,NA,,,NA,mxg_genotype_exudates,MXG_GENEX
NA,control_2_6wks,NA,NA,,,NA,mxg_genotype_exudates,MXG_GENEX
NA,control_2_6wks,NA,NA,,,NA,mxg_genotype_exudates,MXG_GENEX
NA,control_2_6wks,NA,NA,,,NA,mxg_genotype_exudates,MXG_GENEX
NA,control_2_6wks,NA,NA,,,NA,mxg_genotype_exudates,MXG_GENEX
